5759529,Zarla,9.76,2
6245240,Nobie,7.46,2
1265936,Aylmar,7.92,4
8341251,Marylou,9.99,3
515544,Randall,9.45,3
9613906,Augustine,6.13,4
7735241,Daphne,8.6,2
1032321,Sherri,7.65,4
3507206,Sinclare,7.88,4
9623027,Bertie,6.77,5
2053305,Dawn,8.98,2
6317509,Leela,7.22,1
4827595,Marget,9.83,4
3081688,Illa,9.48,3
1989485,Jenna,7.8,3
9387996,Jilleen,9.26,2
7849995,Stavros,6.12,2
2869641,Zolly,7.7,4
7606576,Sven,7.27,4
873590,Waly,8.14,1
1356721,Morton,6.09,4
5399440,Justinn,7.68,1
2807598,Dicky,6.27,5
488411,Lauren,9.72,2
1326477,Shirl,9.34,1
8688973,Durant,8.52,5
1925341,Jorey,9.18,5
1824317,Marris,6.58,5
9476553,Rayner,6.83,5
5360877,Milt,9.96,3
1164531,Jeddy,7.13,2
6710621,Elvyn,8.26,1
2897287,Andee,6.63,1
4574898,Kinsley,8.32,4
6675628,Emmeline,6.46,2
9341400,Sidonia,7.11,2
1186162,Mirabelle,8.4,1
7147274,Guss,9.99,2
24321,Dame,8.81,5
8318201,Terrill,6.34,3
4803976,Valdemar,9.68,5
1352203,Terrel,7.13,5
1949881,Mellisent,7.72,2
3833415,Tine,6.19,2
2156748,Sergeant,7.2,1
6947383,Bank,6.65,3
5513508,Humfried,8.26,4
9984895,Cathie,8.01,5
6330307,Faye,9.74,2
2263009,Angelica,8.15,4
5287084,Alikee,6.62,5
2856793,Arni,6.34,3
5170261,Demott,7.62,3
534336,Angeli,7.45,1
6596864,Hakeem,8.72,1
1772730,Pauli,6.56,4
3833061,Neala,7.12,2
